-0.633123,0.348794,0.212244,-1.50874,-0.290402,0.915773,1.41395,0.14492,-1.21664,0.407094,0.309236,-0.386915,-1.90472,-0.335018,-0.174475,2.19494,1.58518,0.942285,0.696744,0.995839,0.377113,1.30775,-0.345503,1.10791,1.44169,-0.46795,1.75177,1.28449,0.117873,-0.297998,-1.08975,-0.00452591,0.491755,-0.180839,0.707485,0.29175,0.119591,1.38386,1.50257,1.10643,0.269983,0.71753,0.397248,-1.02019,-1.66153,-1.24572,-0.181268,0.445426,-0.682248,0.72529,-0.518325,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1.36341,0.980571,0.986426,1.6846,-0.22257,1.0096,0.00379935,1.11321,1.44521,0.986415,1.47223,-1.06459,2.47119,0.148621,-0.482036,0.528769,0.446974,-1.37262,-0.674074,-0.0947075,0.285793,0.604262,0.711918,0.0873395,0.454976,2.03078,-0.963273,0.110255,0.548289,1.55914,0.807358,0.253266,1.6229,1.14138,-0.930428,1.74458,0.666315,-1.09908,-1.27726,-0.0929706,-0.621221,0.213458,-0.133973,-0.20031,1.39692,-2.0583,0.0621128,0.909619,-0.537437,-0.428454,-0.0532993,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.259569,-1.42616,-0.754869,1.43536,-0.997345,-0.853392,-0.535781,-1.54551,0.61121,-1.89075,-2.38737,-0.815658,-0.84762,-0.0192382,1.95405,1.01402,-1.58783,-1.08854,-1.00678,-0.266221,-0.488324,-1.73084,1.19038,-0.597271,1.09347,0.865901,-0.332148,0.957797,-1.02526,0.931747,-0.975157,-0.792349,-0.426747,-0.437689,-1.57908,-1.36289,0.554485,0.60172,-0.323036,-0.0863752,-0.175386,-1.23315,1.81022,-0.307774,2.07525,0.00261936,-0.740873,-0.931901,0.067136,1.08784,-0.671957,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
-1.23636,1.3767,0.603411,1.26152,0.621713,1.02724,-1.00248,0.365847,-0.293502,0.940512,-0.567959,1.03974,1.00056,2.08904,-0.754866,0.689694,-0.570716,-0.289619,0.225172,-0.0983339,-0.823305,1.27825,-0.926165,2.18615,-0.343011,0.743114,0.511935,0.87845,0.020377,-1.14738,-1.11912,0.397555,-0.134682,-0.0883553,0.296652,0.341353,0.110241,0.170957,0.469233,-0.797299,-1.38715,0.533627,-0.577347,1.41949,-0.719584,-1.0427,-1.61315,-0.280144,2.83041,0.280551,-1.31861,-0.609903,0.853455,-0.119868,-1.84089,-1.54962,-0.2575,-2.12982,-1.11111,-0.584696,-0.0583678,0.303074,-1.63346,-3.32001,-1.57578,-2.93396,-1.97812,-1.27126,0.593193,-1.31433,-2.29181,-2.67905,-2.18792,-0.990171,-0.904183,-1.48023,-1.22323,-1.54913,-1.05146,-0.691026,-1.65257,-0.37786,-1.95157,-2.72416,-0.538802,-1.52112,-0.710975,0.0489331,-0.66852,0.533033,0.496009,0.533222,0.924622,1.45396,1.83805,-0.597247,1.48354,0.385579,0.639969,0.4584,0.81657
-0.397728,1.57903,0.571511,-0.370655,1.56779,-0.864354,-0.705618,1.2089,0.676008,1.38496,0.241141,-0.526341,0.793843,1.46564,-1.3612,0.451154,-0.155383,-0.210995,0.140558,-0.418481,0.675463,1.27408,-1.20438,-0.624866,-0.573859,-0.490191,-0.424168,0.980157,0.0118049,-0.0676334,-0.760892,-0.42845,-0.0276259,-1.11156,-1.10892,-1.20796,1.06436,0.649944,0.0770378,-1.94188,0.574597,0.219274,-0.461524,-0.29953,1.08778,-0.456701,-1.15715,-0.0991168,0.571483,-0.250338,-0.546732,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
0.784144,0.157465,0.34686,1.90121,-0.578704,-0.184291,-1.05289,-0.208935,0.0466604,0.730273,0.320795,-0.933864,0.622201,-1.18152,-0.0417883,-0.747607,-0.844431,-0.290817,-0.434926,0.890005,0.5321,-0.840077,0.111157,-0.6788,0.989804,0.475248,0.753901,-0.636587,1.2961,-0.44469,1.12085,0.515886,-1.39085,0.35132,-1.82531,-0.594867,-0.562067,-0.827705,0.66797,0.741203,1.18754,0.945919,1.28901,-0.126415,-1.69002,-0.519904,-0.969336,0.354985,0.621973,-1.61835,-0.256716,-1.04796,0.53287,-0.899712,-1.79386,-0.0827793,0.939177,-1.06421,1.34577,0.0475371,-0.854701,-0.492734,-0.858558,-0.889982,1.50668,-0.186299,0.991869,-0.37816,0.975814,-0.518587,-0.279171,-0.533082,0.12701,-0.823105,0.0790398,-1.48681,-1.36157,-1.86303,0.751506,-0.411869,-0.34473,0.143856,-1.26457,-0.512307,-1.90721,-1.39392,0.667802,0.910699,1.63766,1.80899,0.0768086,0.219344,1.24822,0.505887,0.812509,-0.980043,1.37076,-0.527747,-1.22926,-0.218655,1.65339
0.805771,0.119359,0.271031,1.57464,0.402229,-0.12253,-0.103927,1.37338,1.26595,1.79259,0.390732,-0.316399,0.458266,1.29064,1.78497,0.182102,-0.411506,2.22922,0.928346,-1.17022,0.989559,-0.323424,-0.492162,1.20922,0.392842,0.765476,0.0291181,-0.495808,0.404462,0.997176,-0.292053,0.106734,0.669978,-1.20276,0.31592,0.275541,0.121498,-1.46111,-0.905319,-0.856549,1.03898,-0.885489,2.0936,-0.0169128,-1.27637,1.55655,0.275363,-2.39163,0.373516,1.64894,0.991531,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.514125,0.435815,1.64759,-0.519131,-0.019135,-0.267592,0.361829,-0.702211,1.46511,-1.32943,0.0306342,0.569706,-1.28184,-0.258459,-1.67236,0.058243,-0.457748,1.84103,0.0754323,0.754346,2.68345,-0.0727247,-1.62029,0.0442207,0.0787252,0.401993,1.18169,0.541144,0.352226,0.156164,-1.13174,-0.415484,0.13321,1.12101,-0.342348,0.978586,0.670428,-1.55625,-0.432917,-2.95853,-0.22532,-0.704723,-0.522263,0.621285,-0.318299,0.422615,0.537183,-0.545115,-0.374168,0.125311,-0.924733,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
0.231881,0.158881,-0.140106,-0.159397,0.593649,0.222069,0.994431,1.3314,1.10986,-0.618824,-1.46196,-0.276592,-0.686398,-0.398886,0.288303,1.14839,-0.0342169,-0.296941,-0.904482,0.25223,-0.624234,-0.191695,-0.739309,-1.97718,-1.61568,-0.297642,-0.604874,-0.756512,-0.961557,-2.06662,-0.564227,0.118355,-1.9309,-0.561637,-0.978434,-1.97755,0.493309,1.37716,-0.79494,2.68766,-0.232185,-1.31925,1.01569,1.74782,0.556253,0.619192,0.609012,1.20323,0.571074,-0.27845,1.869,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
-2.78499,-0.629944,-1.68172,-1.7633,0.436814,-0.21895,1.61896,-0.327291,-0.634602,-1.43572,-1.01133,-2.05266,-0.816571,1.52377,-1.27137,-2.78256,-1.28414,1.22858,-1.0232,-0.284199,-0.587426,-0.943436,-2.05677,-2.247,-1.8739,0.314417,-2.56064,-1.58354,-0.114904,0.921816,-0.768317,1.92192,0.0257953,0.594122,-1.50078,-1.61401,-0.895609,0.326935,-2.57323,-0.69044,-1.23645,0.359661,0.828928,-0.8675,0.311531,-1.26627,-0.324575,0.996887,1.40281,0.122917,-0.411109,0.51227,0.360753,-0.829061,-0.66014,1.97238,0.277367,-1.44624,-1.83483,-0.112374,0.810089,0.0866067,-0.215412,-0.745536,0.0956227,0.0424132,-0.0474925,0.233819,-1.53843,0.0135365,-0.000375087,1.00045,1.44901,1.4864,1.74108,-0.944601,0.857177,0.315185,-1.47942,0.590267,-0.392195,1.02717,0.247032,-0.23753,-0.196191,0.872379,-0.265842,0.0944171,-0.265062,-1.21005,0.733244,-0.518352,-0.699536,0.290771,0.220326,-0.748621,-0.110447,-0.598176,-0.769168,0.450427,-1.41221
